date,rules_only,rules_ml,hybrid
2024-01-04,1113385.7588999998,1067781.8906399999,1093386.3337300024
2024-01-05,1123078.4289,1076273.21064,1088548.5437300024
2024-01-08,1115569.3105000001,1073694.38064,1076042.0937300022
2024-01-09,1119221.1905,1072253.18064,1073396.1837300023
2024-01-10,1121407.7705,1073733.59064,1081651.4417200023
2024-01-11,1123504.02066,1077194.75064,1082744.6517200023
2024-01-12,1123658.62738,1078039.27064,1091166.5117200022
2024-01-15,1131322.96738,1082493.32064,1096770.3509200022
2024-01-16,1130137.0135,1078842.58064,1095484.1587100022
2024-01-17,1126198.5135,1076610.1506400001,1079110.1587100022
2024-01-18,1124812.7535,1074562.82064,1083482.8545700023
2024-01-19,1125722.2335,1074406.33064,1071901.7401900024
2024-01-23,1136247.5135,1085473.85064,1036805.4660900024
2024-01-24,1159104.3835,1104663.82064,1057596.9660900023
2024-01-25,1167896.8835,1116515.6506400001,1071648.2560900021
2024-01-29,1178630.9106,1127650.24064,1104668.5860900024
2024-01-30,1167828.3306,1121300.8906399999,1105264.4595300022
2024-01-31,1188426.52495,1134324.5038100001,1124995.5095300023
2024-02-01,1194191.5349500002,1136119.76381,1127128.7619700022
2024-02-02,1176229.23838,1124035.7780300002,1133294.3967100023
2024-02-05,1175223.11164,1120886.23497,1137085.7960100023
2024-02-06,1189845.07845,1134034.76497,1168342.3897300023
2024-02-07,1198886.83905,1139690.33697,1156532.7384500024
2024-02-08,1187176.22905,1130786.1769700001,1162629.0548400024
2024-02-09,1177851.4548499999,1124928.44697,1146179.1048400025
2024-02-12,1156752.58491,1110945.38957,1116095.6048400025
2024-02-13,1154151.39491,1106091.58957,1120516.7337200025
2024-02-14,1152335.7149099999,1103592.75957,1132477.3537200026
2024-02-15,1148997.45031,1101175.78957,1176178.8673400024
2024-02-16,1159999.44031,1107906.47957,1189949.8460300025
2024-02-19,1164818.61771,1110148.14677,1190433.2072300024
2024-02-20,1160390.39771,1106049.76677,1189894.1072300023
2024-02-21,1146627.62771,1095457.31677,1179317.9736900022
