date,rules_only,rules_ml,hybrid
2024-03-01,1126751.10226,1522173.219999999,1522173.219999999
2024-03-04,1130384.67226,1522173.219999999,1522173.219999999
2024-03-05,1131335.44618,1522173.219999999,1522173.219999999
2024-03-06,1126216.29618,1522173.219999999,1522173.219999999
2024-03-07,1125716.9061800002,1522173.219999999,1522173.219999999
2024-03-08,1000000.0,1522173.219999999,1522173.219999999
2024-03-11,1123046.4261800002,1522173.219999999,1522173.219999999
2024-03-12,1115894.21618,1522173.219999999,1522173.219999999
2024-03-13,1101149.78448,1504980.659999999,1504980.659999999
2024-03-14,1103158.02448,1482881.5499999989,1482881.5499999989
2024-03-15,1100723.9357800002,1482881.5499999989,1482881.5499999989
2024-03-18,1096300.0928100003,1472226.6799999988,1472226.6799999988
2024-03-19,1093435.38737,1485191.6999999988,1485191.6999999988
2024-03-20,1092754.13769,1485191.6999999988,1485191.6999999988
2024-03-21,1092798.3168500003,1485191.6999999988,1485191.6999999988
2024-03-22,1093011.0374900002,1485191.6999999988,1485191.6999999988
2024-03-25,1000000.0,1485191.6999999988,1485191.6999999988
2024-03-26,1092553.5298100002,1485191.6999999988,1485191.6999999988
2024-03-27,1091266.8319100004,1485191.6999999988,1485191.6999999988
2024-03-28,1090195.9441900004,1485191.6999999988,1485191.6999999988
2024-03-29,1000000.0,1485191.6999999988,1485191.6999999988
2024-04-01,1096817.4112300002,1485191.6999999988,1485191.6999999988
2024-04-02,1102549.1473100004,1525447.4299999988,1525447.4299999988
2024-04-03,1098398.77153,1525447.4299999988,1525447.4299999988
2024-04-04,1095355.50815,1525447.4299999988,1525447.4299999988
2024-04-05,1099261.24815,1525447.4299999988,1525447.4299999988
2024-04-08,1099810.0481500002,1541989.319999999,1541989.319999999
2024-04-09,1092056.9252300002,1541989.319999999,1541989.319999999
2024-04-10,1095267.0252300005,1573852.1299999987,1573852.1299999987
2024-04-11,1000000.0,1573852.1299999987,1573852.1299999987
2024-04-12,1088770.0392300002,1573852.1299999987,1573852.1299999987
2024-04-15,1074989.29423,1573852.1299999987,1573852.1299999987
2024-04-16,1072284.6042300002,1560246.2399999988,1560246.2399999988
2024-04-17,1000000.0,1560246.2399999988,1560246.2399999988
2024-04-18,1069443.84263,1560246.2399999988,1560246.2399999988
2024-04-19,1071186.2123500002,1550143.6199999987,1550143.6199999987
